,Agric,Food ,Soda ,Beer ,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Gold ,Mines,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  
200302,-5.18,-4.97,-8.05,-0.83,2.6,-2.65,-4.57,-2.83,-2.35,-3.57,2.57,-2.63,-4.21,-0.58,-4.02,-0.29,0.25,2.28,-2.67,2.19,-0.38,-6.33,-8.37,-8.42,-6.67,1.88,-3.92,-6.44,-0.77,-5.36,3.58,-0.59,4.66,-1.55,-1.44,-3.64,-3.51,-3.43,-0.51,-4.64,-2.08,-5.8,-1.53,-1.7
200303,4.61,0.18,-12.6,1,3.67,-0.49,-2.19,6.49,6.38,2.18,-1.39,4.89,3.43,1.16,-0.91,0.9,2.5,-3.25,-3.62,-2,-3.58,-3.84,-5.42,-8.1,-1.49,1.22,4.35,-0.6,5.07,-0.24,-2.9,0.38,-2.16,-1.48,0.66,2.45,3.26,-0.72,5.48,5.16,-1.01,1.89,0.92,1.44
200304,-1.05,4.79,7.58,2.2,4.3,16.8,8.19,3.47,7.16,-7.82,5.33,5.04,9.98,8.55,11.85,5.37,13.34,10.36,9,8.72,10.69,19.07,8.61,4.14,8.33,-0.6,7.44,11.15,8.01,9.17,11.58,8.02,10.21,11.64,3.2,1.85,10.49,5.71,9.69,9.04,11.2,10.83,7.28,12.67
200305,11.95,5.39,-1.68,10.2,2.44,7.4,6.07,2.86,4.24,9.63,6.15,3.11,0.85,-0.57,4.21,9.01,16.66,13.02,3.63,6.09,6.9,3.72,12.02,10.36,12.63,8.76,10.11,6.16,4.42,8.31,13.08,5.53,14.6,14.64,2.75,1.81,4.04,6.8,2.5,7.64,5.77,4.28,8.79,8.74
200306,0.02,0.9,-2.3,0.81,-2.49,6.47,-1.76,-2.52,-0.74,-3.81,3.01,4.88,-1.09,1.03,-1.88,-1.68,1.8,2.21,-1.5,2.52,-0.08,3.25,6.13,7.74,3.76,-1.24,0.66,1.97,5.08,2.36,1.89,0.51,-1.91,2.23,1.01,4.93,0.49,4.5,2.78,6.93,0.96,-0.75,2.98,1.54
200307,1.9,-1.75,1.22,-1.82,3.62,-1.27,-1.46,0.95,2.95,10.64,5.49,-0.95,7.88,-4.23,13.47,1.79,-2.66,6.9,6.59,9.59,7.64,6.09,3.18,12,9.8,-2.6,-5.25,-1.65,7.48,2.67,6.55,2.46,10.63,8.23,5.18,-0.57,0.89,-0.84,4.32,2.22,3.64,5.56,1.76,7.04
200308,2.8,0.29,7.82,-2.03,4.19,5.02,0.97,1.06,5.62,4.16,-0.65,-3.39,1.69,2.5,6.35,4.79,7.05,4.65,4.13,7.83,6.68,8.41,7.85,9.5,7.22,6.26,1.91,1.34,2.79,4.6,1.06,3.53,14.48,7.35,3.68,3.02,1.32,3.17,7.94,1.12,-0.36,-2.61,4.2,1.4
200309,0.82,1.99,-3.52,-1.55,-0.57,-3.16,-0.09,2.13,-0.84,-1.19,-0.02,0.4,-6.01,-8.21,-2.96,-2.12,3.87,-3.31,-3.19,-7.79,-6.12,-5.02,-6.51,-1.84,4.83,-2.31,3.9,-5.65,0,-2.24,-0.17,1.63,-4.11,-4.6,-2.15,-1.71,-0.74,0.51,-5.82,1.77,1.21,-0.61,0.56,0.58
200310,11.11,3.24,6.06,5.7,11.01,2.95,7.79,4.43,11.59,5.64,3.51,-0.23,6.62,6.23,3.32,7.97,16.69,19.25,2.37,12.42,9.99,9.08,11.98,11.79,16.79,1.46,1.58,6.66,3.59,4.37,10.02,2.97,16.18,9.84,8.14,4.36,10.07,4.79,9.86,6.85,7.5,5.07,3.85,9.33
200311,6.17,2.97,3.24,2.35,1.33,5.32,1.86,-0.86,3.44,7.25,3.49,0.78,2.86,0.46,-0.83,3.93,6.19,3.54,4.72,3.75,7.35,3.81,0.1,11.7,10.71,0.6,0.94,-0.63,7.77,3.59,1.99,-0.06,3.79,4.44,1.09,-0.67,-0.69,4.43,-0.47,3.8,0.86,0.84,4.57,-0.52
200312,5.15,1.39,5.79,6.63,-0.77,6.92,2.79,2.31,0.9,1.17,4.58,6.32,9.57,4.05,1.2,6.45,-0.21,10.86,6.95,3.85,5.46,15.52,10.7,1.54,8.23,13.45,5.81,7.39,-3.05,6.33,2.46,4.56,-1.8,1.98,8.9,10.43,1.56,3.34,-3.24,-0.36,3.31,6.66,3.3,4.15
200401,-2.82,0.94,5.57,-2.9,-0.11,0.28,1.1,2.24,-1.34,4.49,6.33,2.2,-1.93,4.59,1.14,-0.32,-4.94,-0.16,3.48,-1.43,-0.43,-3.35,2.57,-13.63,-5.47,0.54,1.92,1.42,9.71,1.55,4.9,4.07,4.36,10.82,-3.66,-1.32,-4.06,2.95,-0.2,0.44,2.61,4.71,5.68,3.79
200402,2.1,6.15,5.79,2.59,3.42,0.78,1.06,2.98,5.74,-2.94,-0.26,1.5,2.67,3.08,10.43,4.55,10.65,6.45,10.49,0.4,-2.5,-1.47,-0.84,4.81,3.59,4.67,2.06,-0.79,-2.87,0.11,-4.63,-3.6,-1.14,-4.28,3.2,6.77,0.07,2.26,6.75,7.19,2.15,4.2,3.34,2.97
200403,4.05,0.74,4.01,-0.21,-3.63,2.3,-0.22,1.57,3.33,-3.02,0.98,-5.09,-1.67,-4.49,-2.29,3.01,5.11,-4.45,1.61,1.14,-0.49,-1.9,-4.98,6.34,-1.28,-0.24,1.17,-2.44,5.59,1.31,0.12,-2.91,-4.61,-1.6,0.68,0.51,-0.54,2.18,-0.13,0.74,-0.36,-0.64,0.59,-2.14
200404,-0.21,3.05,4.66,0.38,-5.81,-1.78,0.04,2.24,-2.13,1.37,2.77,3.95,-0.62,-0.44,-3.49,0.89,-11.24,-8.76,-0.39,-2.59,-1.78,3.59,1.86,-20.75,-15.08,2.48,-3.51,-0.51,0.52,-0.03,-8.92,-1.25,-7.85,-6.59,1.51,-2.19,0.21,0.91,-3.21,-0.86,-5.48,-0.79,-3.74,-7.8
200405,1.21,-2.49,2.13,2.25,2.89,0.48,0.37,1.51,0.04,-0.98,-0.22,-0.37,0.61,1.1,-4.85,2.66,1.27,5.79,1.11,2.03,1.08,-2.9,0.76,7.83,4,0.35,1.28,-2.95,1.24,2.53,5.03,2.67,8.76,4.18,0.27,4.33,2.18,0.16,0.71,-2.96,2.51,0.87,-0.47,0.6
200406,3.55,2.59,4.61,-0.22,3.33,3.5,-2.48,2.3,4.62,3.71,3.12,-1.53,5.43,4.22,2.99,2.1,-0.14,9.4,10.79,5.86,6.85,5.3,9.74,-2.79,8.09,5.39,2.01,0.56,-4.51,2.02,3.81,4.68,-1.19,5.69,5.07,6.33,6.16,2.88,-0.34,-0.54,0.72,0.65,3.36,-0.3
200407,-4.95,-3.86,-20.21,-10.02,-5.5,-6.29,-4.33,-5.28,-5.12,-6.19,-6.94,-5.59,-3.33,-7.29,-1.91,-4.98,-1.77,-0.2,-6.64,-5.87,-8.63,-3.65,1.24,3.05,1.39,3.36,1.05,-1.27,-7.79,-4.53,-7.59,-6.68,-11.4,-12.82,-5.53,-2.48,-4.56,-11.3,-3.41,2.54,-1.17,-3.01,1.01,-6.39
200408,1.85,0.12,0.11,1.89,1.19,-1.76,0.26,4.49,0.4,0.01,-0.98,2.41,2.99,1.28,1.01,4.46,3.84,-0.27,3.77,-2.65,0.12,-3.41,0.33,8.8,5.31,-1.19,3.67,1.28,-4.07,-3.16,-5.6,-2.68,-6,-6.01,0.12,0.28,-0.52,-2.44,-0.74,-2.61,3.98,1.06,7.93,3.33
200409,3,-0.39,-4.04,-7.9,8.09,3.72,1.25,-2.89,2.85,1.22,6.21,-3.35,4.34,-1.55,3.01,2.52,7.96,7.8,2.6,6.03,2.48,2.11,-0.2,5.81,8.63,8.89,1.42,1.34,0.95,3.96,1.88,4.64,2.08,3.79,-0.39,3.04,3.25,0.01,2.86,4.66,-0.63,1.48,2.38,1.51
200410,2.45,3.58,6.75,1.14,-0.68,2.94,2.42,-3.47,4.73,-0.38,-2.55,-2.53,0.48,3.68,6.02,1.47,0.8,-3.55,4.02,-0.99,3.2,-4.29,-2.9,3.5,-8.74,0.67,4.23,3.36,-1.94,2.12,4.51,5.25,5.73,5.43,-3.94,3.54,6.42,2.64,3.37,2.78,2.29,-5.03,4.14,4.9
200411,0.58,3.5,0.95,-0.68,6.72,6.96,2.23,4.06,4.12,8.38,1.26,-0.13,8.76,8.22,5.4,6.43,7.51,12.82,9.27,7.71,7.9,8.11,6.64,0.67,8.56,6.31,4.92,3.42,11.3,4.92,7.26,6.67,4.19,3.91,5.35,10.43,5.88,8.44,2.36,7.55,2.95,8.16,5.22,5.78
200412,4.29,5.41,-0.68,4.36,4.7,8.2,1.42,4.2,5.82,4.24,4.77,6.02,2.83,3.86,4.1,2.98,10.71,-1.73,8.35,3.27,4.14,4.96,1.15,-6.56,1.64,-2.08,2.41,4.34,3.03,3.15,4.19,3.2,2.53,3.47,3.55,4.28,3.81,5.89,2.99,4.89,3.57,4.92,13.52,5.57
200501,-2.82,-0.2,2.98,-0.67,-2.13,-4.92,-3.36,-1.28,-2.65,2.06,-0.08,-5.58,-1.47,-7.9,-3.35,4.48,2.88,-0.4,-0.97,-5.3,-0.99,-8,-0.92,-6.2,0.84,2.98,1.76,-3.93,-1.16,-3.35,-4.73,-6.81,-6.65,-4.37,-3.12,-3.63,-7.84,-2.72,-1,0.44,-3.08,-0.97,3.05,-0.43
200502,2.85,-1.06,-0.32,1.46,-0.25,-1.18,-0.03,-0.07,1.99,4.52,1.37,2.58,8.29,2.52,0.14,-1.22,9.06,9.7,-2.94,7.08,2.12,-0.33,4.69,7.83,14.04,19.13,2.32,-0.15,-2.28,1.11,-0.79,-2.19,2.84,2.97,1.65,9.8,2.67,3.08,0.36,1.16,-1.61,2.68,7.84,-0.49
200503,0.76,-1.29,-0.31,-0.99,-6.25,0.23,-1.38,-0.6,-1.23,6.61,-4.89,0.09,-2.05,0.4,-6.46,-1.37,-6.89,-7.45,-5.1,-3.21,-2.14,-8.53,2.38,-6.54,-5.76,-3.27,0.63,-0.11,-0.38,-0.5,-1.01,-2.75,-2.69,-7.41,-0.42,-2.57,-1.79,-1.85,0.45,0.26,-3.12,-4.37,-2.22,-1.27
200504,-1.31,-0.16,1.31,2.19,-11.5,-3.68,-3.16,-2.81,-7.36,0.87,3.04,4.49,-7.46,-4.73,-6.34,-0.9,-3.65,-9.76,-0.99,-5.42,-8.22,-11.28,-0.45,-10.38,-8.49,-5.77,2.1,-1.94,-2.98,-3.74,-6.47,-4.85,-2.79,-5.53,-8.26,-5.09,-5.6,-2.71,-5.73,-5.94,0.3,-1.81,-1.33,-4.36
200505,4.73,1.74,3.79,2.41,3.33,4.43,-0.87,1.63,6.66,1.88,0.45,1.66,0.22,5.83,6.48,3.63,10,0.22,7.37,5.36,6.97,10.23,5.49,-0.74,3.39,2.04,1.7,1.42,5.19,2,10.59,6.11,8.8,8.89,0.62,-0.36,4.93,4.29,6.61,8.14,2.49,5.97,9.9,1.37
200506,-0.6,-2.31,2.13,-3.93,1.75,-1.32,-0.65,-2.49,5.96,3.63,-1.59,-0.73,-0.95,1.41,1.73,-0.44,8.87,-2.95,-2.11,0.22,-3.07,2.97,-0.2,5.24,4.75,5.84,5.57,0.05,4.62,2.51,-1.1,-2.7,-0.99,-0.74,-3.09,-3.75,-3.58,1.54,3.08,-2.61,0.95,3.84,6.74,5.98
200507,4.52,1.22,4.26,1.66,3.1,3.51,2.55,3.36,3.01,-4.2,6.36,3.87,4.62,2.6,2.88,8,11,13.16,-0.23,10.64,6.42,7.55,1.76,-3.57,10.34,5.82,2.99,2.91,1.68,5.27,3.08,5.31,8.85,9.31,5.06,4.49,7.81,5.27,6.05,4.51,0.51,3.24,-1.56,4.65
200508,-3.96,-1.42,-2.18,0.48,2.77,-1.3,1.43,-1.05,-4.02,-0.18,0.41,-0.53,-6.06,-6.13,-2.2,-1,-3.37,-0.77,-2.34,0.97,0.49,-4.17,-0.05,4.78,1.57,5.64,1.16,-1.14,-0.85,-0.35,-2.82,0.77,-1.27,1.93,-3.5,1.65,-3.52,-1.33,-6.58,-4.74,-1.72,-0.89,-3.61,-1.2
200509,1.53,1.49,-8.25,0.55,-3.52,-1.55,-3.83,1.28,-1.42,-1.18,-4.19,-1.45,-1.85,-1.38,-4.5,3.92,0.92,3.06,-4.77,-0.38,2.58,-6.43,0.98,18.81,10.65,6.99,4.39,-1.58,-6.54,0.9,2.12,0.21,1.06,-0.55,0.74,-5.35,3.07,0,-2.14,-0.43,-1.5,4.19,-1.29,6.83
200510,-4.46,-3.64,-0.98,0.58,-6.99,-3.7,-6.44,-3.3,-2.06,-4.54,-1.44,-3.59,2.33,0.38,-4.03,-5.66,-10.73,-4.35,-6.99,-4.41,-3.71,-6.65,-4.8,-10.41,-3.01,-10.02,-6.85,-3.08,0.19,-0.34,-1.65,1.89,-6.49,-3.55,1,-0.72,2.96,-1.91,2.29,0.38,2.89,1.99,-8.76,3.31
200511,-3.43,-0.31,4.6,1.47,6.01,5.18,2.55,3.05,6,5.42,2.37,1.02,3.38,3.94,5.08,2.98,7.44,12.82,10.46,7.11,6.61,-1,5.65,8.08,6.41,1.4,-0.19,2.42,3.53,4.38,2.58,5.81,10.6,8.4,7.5,7.39,7.48,4.46,3.79,6.76,4.39,4.78,3.55,4.38
200512,-0.27,-0.25,-0.37,-2.14,-1.26,-1.13,-1.85,1.53,0.06,-1.5,1.17,3.08,0.58,1.86,0.88,0.06,-0.28,3.68,-7.08,0.82,-0.55,-1.52,3.07,14.77,2.66,0.7,1.23,-1.59,-3.49,-0.17,0.26,-2.51,-2.35,-2.02,1.68,0.02,1.11,1,-1.09,1.03,0.36,-0.04,-0.68,0.72
200601,2.67,1.63,3.4,-0.66,6.82,3.32,0.33,2.79,1.92,0.8,3.02,2.06,3.24,3.96,-3.25,8.35,10.83,14.94,10.76,10.69,6.93,5.11,1.49,17.5,17.37,12.63,3.05,3.58,-0.25,3.35,4.97,3.19,3.37,6.4,-2.94,0.5,4.25,6.96,0.66,4.31,0.56,-1.17,-0.27,9.97
200602,0.63,1.61,0.42,1.95,1.03,1.09,1.35,1.13,0.75,0.75,-1.97,1.88,-0.27,3.19,3.37,3.57,-7.05,-2.95,3.75,-0.28,3.1,-2.47,4.85,-12.43,-5.68,-8.22,0.23,3.3,-0.92,1.53,1.95,-4,-0.44,1.71,1.12,-0.36,1.08,1.61,1.31,2.17,2.01,0.5,2.01,2.18
200603,4.67,2.44,6.83,0.17,4,3.39,-0.39,-0.37,3.06,-1.2,-1.16,-0.89,1.3,3.17,-1.92,3.78,1.99,12.16,2.42,3.09,4.8,2.48,3.75,1.67,11.34,4.17,-3.64,1.87,3.82,2.87,2.66,3.15,3.27,2.3,3.26,1.63,4.81,4,2.17,2.44,0.27,-0.28,8.08,3.25
200604,-1.63,2.33,0.68,0.89,-7.6,3.88,-3.23,1.43,-1.32,-1.17,-0.8,-2.26,2.94,3,1.19,1.98,-1.91,7.68,-0.8,5.98,1.17,-1.16,5.29,11.73,5.32,4.18,1.85,1.56,1.87,0.65,-2.05,-2.4,0.78,1.66,7.15,-3.67,0.52,-3.14,-1.47,-0.22,5.1,-0.82,0.42,1.25
200605,-5.83,3.92,3.38,3.84,-2.36,1.56,-2.46,-3.97,-5.27,-0.08,-4.33,-1.88,-2.24,-3.16,1.49,-7.67,-9.27,-4.59,-7.24,-3.43,-4.16,2.47,-0.88,-10.94,-11.41,-3.44,1.52,-0.12,-3.75,-4.05,-5.55,-6.78,-8.26,-5.95,-2.32,-3.95,-1.55,-2.19,-1.49,-3.53,-2.7,-3.47,-8.41,-6.9
200606,0.19,-1.58,3.03,-0.87,1.21,0.75,-0.26,0.72,-0.29,0.08,-4.35,0.78,-1.16,-0.98,1.44,-3.49,-3.83,2.93,-2.6,-0.91,1.79,1.77,-0.63,1.13,0.92,2.87,2.41,2.88,-0.67,-0.36,-2.94,1.17,-3.23,-2.16,-3.32,0.77,4.08,-1.26,0.46,1.73,-0.69,-0.11,1.91,-0.01
200607,2.85,1.91,3.42,4.44,-3.62,-7.33,-0.5,0.38,-2.84,1.49,4.76,4.43,-4.32,0.5,-3.56,-8.95,-6.7,-4.16,-7.81,-6.33,-6.06,-3.73,-3.46,-4.49,-1.48,5.27,4.87,2.26,-3.95,-5.37,-3.45,-2.6,-5.87,-3.54,-5.72,1.02,-11.74,-2.06,-4.75,-5.97,2.14,0.38,-6.08,0.57
200608,10.04,2.55,-3.42,2.25,3.54,2.32,2.84,6.57,3.91,5.37,1.12,2.26,3.9,4.68,1.7,1.6,1.55,-2.47,-0.8,-0.41,0.81,3.21,-0.93,2.07,3.07,-3.38,2.35,2.24,-1.14,2.82,12.18,5.33,7.45,4.17,2.28,3.96,-0.74,1.57,2.15,2.85,0.85,3.71,-5.74,0.33
200609,-1.27,1.35,-1.21,-0.13,5.2,4.98,0.95,1.86,9.01,-1.81,-0.12,2.37,2.51,4,1.85,1.25,-3.76,0.01,-5.47,0.26,3.57,3.34,3.61,-15.75,-1.62,-3.23,-2.15,3.42,2.46,2.28,4.11,4.88,2.59,0.4,2.04,2.46,3.83,1.37,6.43,7.13,2.98,2.02,0.81,9.65
200610,-4.51,1.12,-5.85,0.43,12.98,8.25,6.27,3.27,7.97,-4.32,3.71,1.76,5.76,5.98,0.52,4.27,6.01,11.01,19.51,2.54,5.1,3.9,3.24,5.5,9.93,4.81,5.36,5.45,-0.87,5.08,4.74,7.22,-0.37,7.07,4.89,5.48,6.15,4.98,3.08,7.73,1.32,0.95,9.09,6.5
200611,7.96,0.52,-0.29,-0.47,1.2,4.99,1.62,0.5,4.53,3.31,2.1,-0.59,2.81,3.97,3.4,5.09,8,8.73,-2.27,4.47,1.81,0.99,4.31,6.3,8.74,8.61,3.03,0.69,4.13,2.15,7.63,2.2,1.65,1.01,2.3,5.68,2.42,2.13,-2.3,1.63,0.02,2.46,4.63,1.76
200612,7.09,0.67,2.53,2.43,-1.16,4.99,1.94,1.25,0.19,2.79,2.45,-0.63,1.07,1.61,-2.23,0.8,-2.14,-2.71,0.36,0.09,-0.51,1.46,0.29,-4.24,-2.48,-1.82,0.7,4.36,0.73,1.81,-0.58,-0.72,-2.52,2.43,0.76,3.23,-2.28,-0.37,1.75,2.14,4.26,3.4,2.11,3.16
200701,4.16,0.15,3.09,1.65,1.46,6.43,-1.16,2.13,2.84,0.99,5.52,3.24,3.74,-0.76,8.55,4.37,1.03,9.71,-2.63,1.72,3.31,6.08,3.99,-0.57,11.12,-1.38,0.38,2.88,7.22,2.07,0.75,3.49,1.76,1.53,0.76,6.3,3.6,4.01,3.84,1,-0.14,-0.9,11.97,4.28
200702,-2.36,-1.19,-3.38,-2.64,2.65,-5.24,-0.08,-1.41,1.79,2.94,-2.51,-3.28,2.15,1.6,5.17,-0.96,-3.09,2.72,-2.57,2.59,-1.36,0.85,-1.63,0.06,9.73,-2.26,4.25,-2.5,-0.86,-0.33,-3.59,-4.3,0.33,-0.13,1.34,2.32,-0.78,0.02,-0.37,-1.56,-2.8,0.18,-0.63,-6.05
200703,4.48,2.38,4.46,2.48,0.46,-0.07,-2.17,-0.88,0.71,-0.7,0.89,-0.44,2.04,2.52,-3.72,-1.71,-4.03,6.11,-0.18,2.5,-0.52,2.49,0.55,-5.36,5.11,6.07,4.34,2.32,-0.88,0.29,1.2,1.45,-0.67,3.26,1.02,2.6,-0.09,2.76,0.3,1.2,-1.14,0.53,1.77,0.33
200704,6.35,3.79,5.16,4.85,8.97,0.94,2.01,3.59,1.72,3.2,3.87,7.79,1.83,3.35,8.69,3.15,4.71,3.38,5.4,6.47,6.53,5.83,6.82,-0.77,7.58,5.19,3.92,2.11,3.52,4.31,5,3.96,5.94,3.27,5,8.57,2.86,1.38,2.08,2.42,2.91,3.82,2.49,5.91
200705,3.81,0.45,4.98,3.41,-0.45,1.78,6.67,-0.99,4.88,2.33,1.06,1.04,5.03,1.67,9.76,6.07,10.06,10.59,11.34,6.11,7.49,3.98,6.8,-3.01,9.35,7.04,1.2,6.68,6.16,6.02,6.26,3.56,2.25,3.26,4.06,5.13,4.62,3.04,2.11,3.81,2.2,3.61,6,3.9
200706,7.04,-0.29,0.32,-2.06,-5.12,-1.44,-3.02,-3.14,-0.3,-0.89,-1.47,-4.02,1.93,-4.81,0.5,-2.22,-6.82,-3.46,5.49,1.79,-0.61,5.14,-1.52,-1.8,2.49,1.29,-4.78,-1.73,2.09,-1.45,1.56,-1.13,2.73,1.19,-0.89,-0.48,-1.8,-1.68,-1.74,-4.09,-3.7,-3.06,-5.94,-3.68
200707,-3.8,-4.75,-1.94,-1.17,-7.08,-0.95,-8.05,-0.35,-4.59,-5.8,-1.92,-4.42,-0.71,-6.72,-3.92,-3.3,-6.01,-2.67,-3.78,0.95,-0.7,-7.82,4.07,5.69,5.95,-0.72,-3.82,-3.15,-6.77,-4.84,2.7,-2.23,-2.66,-0.02,-2.38,-1.88,-0.97,-4.75,-5.62,-1.95,-7.34,-7.7,-8.22,-7.76
200708,7.39,1.76,5.38,3.46,-4.35,4.19,-5.82,2.3,-3.02,-0.15,2.47,2.43,2.41,-1.37,-2.49,-0.64,-2.82,-2.64,-0.96,1.36,0.79,-1.53,-1.25,-0.67,-4.51,0.33,1.93,-0.8,0.65,-0.9,5.85,1.86,1.58,1.33,-0.33,0.32,-2.1,1.85,1.13,2.61,2.75,1.93,-7.47,-2.58
200709,20.59,2.12,7.85,6.8,-4.76,12.02,-1.48,5.57,2.32,3.34,4.9,3.28,5.15,2.35,-5.34,-1.44,-0.93,8.56,-3.59,4.81,4.36,6.02,7.52,8.88,13.6,7.68,3.57,1.97,3.37,-0.27,4,5.18,3.09,5.15,1.84,0.31,0.12,1.1,-1.93,2.97,0.18,2.84,-1.27,6.18
200710,13.56,-2.04,11.28,4.15,-2.92,0.16,0.35,1.3,-0.89,-1.75,-1.79,2.43,3.41,3.56,5.62,2.14,7.76,2.52,5.25,-1.52,-0.19,0.53,-2.14,14.22,9.83,2.37,6.69,-2.29,8.85,3.38,7.21,11.39,0.6,3.35,0.53,3.13,2.13,2.66,-0.29,4.99,-3.53,-2,-3.4,6.69
200711,0.91,1.38,-7.52,2.11,-7.47,-8.47,-7.18,3.54,-7.55,-0.13,-0.72,0.2,-4.65,-6.95,-5.87,-7.71,-10.26,-5.93,-5.19,-2.45,3.12,-13.46,-3.56,-2.9,-13.2,-4.21,-0.69,-6.75,-7.63,-7.21,-10.68,-7.41,-5.23,-3.67,-6.16,-3.19,-3.7,-7.4,-2.78,-4.91,-8.22,-1.1,-10.12,-8.14
200712,11.64,-0.23,-1.83,-1.02,-4.76,-4,-2.52,-1.27,-6.99,-0.74,0.77,-5.37,4.17,-1.78,-6.35,-4,3.1,1.12,2.49,2.67,0.93,-2.74,0.91,-0.4,-1.89,7.42,0.89,-0.2,-6.32,-1.36,0.06,2.73,0.94,-0.36,-0.65,3.8,-3.39,-0.53,-3.12,-4.46,-7.63,0.19,-8.52,-0.92
200801,-0.5,-7.76,-13.52,-7.88,-4.2,-10,-6.89,-8.45,-0.37,-6.77,-3.41,-4.68,-5.71,-4.49,1.32,-2,-2.87,-10.97,-10.88,-10.01,-11.24,-4.49,-7.01,9.41,-9.29,-9.53,-6.92,-7.66,-1.01,-7.52,-16.99,-10.5,-11.76,-10.78,-4.59,-2,2.48,-4.09,1.73,-6.13,4.03,-6.12,-2.87,-6.26
200802,2.83,3.09,2.87,1.12,-8.02,-5.57,-9.46,0.06,-4.2,-3.5,0.59,-1.11,4.28,-3.91,-1.62,-7.37,-3.64,6.73,8.71,3.29,-1.48,-6.92,-2.36,-3.59,14.46,7.11,-3.01,-3.81,-13.3,-0.89,-0.65,-6.59,-2.93,1.97,-4.18,0.96,-3.84,-2.17,-6.14,-0.5,-12.07,-7.91,-4.05,-11.96
200803,-3.76,2.33,-2,3.75,3.51,-2.56,-5.85,3.58,3.77,-4.51,-0.96,-1.83,-1.57,2.97,-0.84,3.45,-1.35,-0.46,-0.06,-0.15,0,-3.93,-4.38,-10.75,-6.64,-2.65,0.88,-0.21,-6.72,-2.18,0.4,0.9,1.33,-0.58,-1.08,2.24,3.08,-2.02,2.56,2.98,-1.5,-6.2,1.71,-6.12
200804,2.71,3.94,-3.22,-2.71,5.57,-1.81,2.06,-3.45,2.38,6.67,1.66,-0.26,9.46,-1.16,7.96,4.96,5.1,7.37,15.53,8.92,2.72,14.11,8.99,-4.24,12.43,10.4,6.33,4.42,14.02,3.54,7.21,7.3,7.11,3.44,-1.75,4.55,5.65,1.34,5.9,4.74,5.76,3.69,1.7,9.04
200805,10.92,0.89,-7.91,1.44,3.92,-1.18,0.3,0.14,3.73,0.06,0.01,2.14,3.33,0.86,-2.22,5.06,6.7,8.51,3.84,5.65,11.17,-3.1,-0.65,6.03,4.09,3.72,3.57,4.8,0.48,2.64,6.32,5.13,5.18,6.99,1.71,5.42,3.6,7.08,0.19,-1.27,-6.11,-1.16,-0.15,-3.62
200806,-1.66,-9.52,-13.54,-5.01,-10.07,-20.7,-11.68,-7.9,-12.48,-7.82,-1.44,-3.09,-4.61,-12.29,-15.27,-12.94,-8.33,-7.28,1.37,-6.74,-12.39,-22.8,-17.97,8.63,-2.58,2.17,-0.58,-11.05,-9.44,-6.72,-10.59,-7.96,-10.36,-4.98,-12.79,-15.59,-10.02,-7.25,-8.18,-9.97,-20.78,-14.31,-15.57,-13.33
200807,-4.88,6.11,-1.27,2.62,10.03,-2.27,-4.49,7.81,-3.7,3.75,4.1,7.52,-0.64,5.09,-10.38,-1.55,-5.66,-11.47,2.38,-5.09,0.15,-3.63,-0.16,-7.32,-14.87,-15.33,-7.23,-3.01,9.09,-0.13,-0.96,-2.71,1.48,2.58,4.4,3.31,5.11,1.28,0.77,1.47,11.06,2.29,-11.54,2.78
200808,-3.62,-0.46,7.65,1.19,-3.84,5.82,3.47,6.02,8.83,5.17,3.34,1.28,-2.73,7.24,14.36,4.68,2.1,-6.83,-0.82,0.46,-0.4,0.16,3.75,-9.46,-4.77,0.1,-0.5,4.09,2.51,4.45,4.19,1.59,2.01,0.69,2.77,4.15,1.64,3.19,6.16,3.8,-0.12,1.78,3.79,-3.15
200809,-12.94,-1.33,0.76,1.87,-4.89,-16.26,-13.23,-0.43,-0.47,-6.43,-7.05,-5.68,-18.46,-9.44,-5.4,-11.11,-16.59,-31.03,-18.98,-20.77,-15.66,-10.7,-13.92,-14.8,-28.46,-11.38,-12.11,-12.7,-8.25,-9.33,-15.49,-8.56,-17.46,-10.68,-3.86,-16.73,-9.13,-10.18,-5.2,-4.62,3.13,-11.79,-4.66,-13.41
200810,-10.99,-9.51,-22.38,-14.68,-23.32,-31.55,-25.19,-13.68,-21.6,-19.31,-19.11,-8.78,-20.95,-19.01,-28.1,-30.67,-26.06,-32.91,-24.31,-30.09,-24.59,-36.41,-14.41,-33.57,-34.75,-16.87,-11.07,-16.36,-7.05,-24.05,-17.04,-17.68,-17.68,-24.69,-18.26,-19.56,-12.05,-21.05,-14.56,-12.38,-15.19,-26.46,-39.42,-25.36
200811,-10.71,-7.34,-14.56,3.8,-11.89,-24.21,-10.87,-2.72,-13.61,-13.53,-19.21,-4.85,-16.36,-5.13,-27.87,-2.58,-5.83,-12.14,-14.22,-8.22,-2.35,-6.22,-11.91,25.99,-4.99,0.27,1.08,-1.82,-2.68,-3.12,-9.62,-11.37,-14.4,-9.57,-4.42,-6.78,-8.92,-11.47,-7.59,-6.01,-17.06,-5.71,-29.08,-14.16
